Question,label
"The graph below shows the numbers of laps four children ran in gym class. 
Numbers of Laps Children Ran y2015_grade3_q1_img_1.png 
What is the total number of laps the four children ran in gym class? 
 A 21 
 B 16 
 C 11 
 D 9 

",0
"Ms. Garcia wrote the sentence shown in the box below. 
There are 8 students, and each student has 4 books. 
Which of these can be used to find the total number of books? 
 A $$8 \times 4$$ 
 B $$8 - 4$$ 
 C $$8 + 4$$ 
 D $$8 \div 4$$ 

",0
"Ms. Shaw has a quilt that is in the shape of a rectangle. The quilt is 7 feet long and 6 feet wide, as shown below. 
y2015_grade3_q3_img_1.png 
a. [{'element_id': 'a_1', 'element_type': 'text-plain', 'element_value': 'What is the perimeter, in feet, of Ms. Shaw’s quilt? Show or explain how you got your answer.'}, {'element_id': 'a_2', 'element_type': 'text-answer_with_red_line', 'element_value': 'Perimeter:<<red_line>>feet'}] 
Ms. Garcia also has a quilt in the shape of a rectangle. Ms. Garcia’s quilt has the same perimeter as Ms. Shaw’s quilt but has a different area. 
b. [{'element_id': 'b_1', 'element_type': 'text-plain', 'element_value': 'What could be the length and the width, in feet, of Ms. Garcia’s quilt? Show or explain how you got your answer.'}, {'element_id': 'b_2', 'element_type': 'text-answer_with_red_line', 'element_value': 'Length:<<red_line>>feet'}, {'element_id': 'b_3', 'element_type': 'text-answer_with_red_line', 'element_value': 'Width:<<red_line>>feet'}] 
",0
"Which of these sentences matches the expression in the box below? 
$$30 \div 6$$ 
 A There are 30 students in Ms. Hall’s class, and 6 students are not in class. 
 B There are 30 students in Ms. Hall’s class, and 6 new students join the class. 
 C There are 30 students in Ms. Hall’s class, and the students are in 6 equal groups. 
 D There are 30 students in Ms. Hall’s class, and each student brings in 6 plastic bottles. 

",0
"What is the missing number that makes the number sentence below true? 
$$165 + \boxed{?} = 214$$ 
 A 49 
 B 51 
 C 169 
 D 379 

",0
"The Walker family drove 362 miles. 
What is 362 rounded to the nearest hundred? 
 A 300 
 B 360 
 C 370 
 D 400 

",0
"The chart below shows the number of minutes for each field day activity. 
Numbers of Laps Children Ran y2015_grade3_q7_img_1.png 
Which two activities take a total of exactly one hour? 
 A Races and Egg Toss 
 B Egg Toss and Kickball 
 C Races and Tag 
 D Tag and Kickball 

",0
"Use the 1-inch tiles from your tool kit to answer question 8. 
Hannah drew the shape shown below. 
y2015_grade3_q8_img_1.png 
What is the area of the shape Hannah drew? 
 A 5 square inches 
 B 6 square inches 
 C 10 square inches 
 D 12 square inches 

",0
"Which of these is equal to the expression below? 
$$8 \times 6$$ 
 A $$(5 \times 3) \times 6$$ 
 B $$(5 \times 3) + 6$$ 
 C $$(5 + 3) + 6$$ 
 D $$(5 + 3) \times 6$$ 

",0
"Anton cut a large piece of cloth into small rectangles. Each small rectangle has the same area. The area of each small rectangle is $$\frac{1}{8}$$ the area of the large piece. 
How many small rectangles did Anton cut the large piece of cloth into? 
 A 1 
 B 7 
 C 8 
 D 9 

",0
"Bonnie has a card with a picture that models a multiplication fact, as shown below. 
y2015_grade3_q11_img_1.png 
In the Answer Box below, write a division fact that matches Bonnie’s picture. 
Answer Box y2015_grade3_q11_img_2.png 
",0
"The heights of six roller coasters are shown in the table below. 
Roller Coaster Heights y2015_grade3_q12_img_1.png 
Based on the table, the tallest roller coaster is how many feet taller than the shortest roller coaster? 
Write your answer in the Answer Box below. 
Answer Box y2015_grade3_q12_img_2.png 
",0
"Abigail and Casey each ordered a pizza for lunch. Both pizzas were the same size. The pizzas could be cut into either 2, 4, 6, or 8 equal pieces. 
a. {'element_type': 'text-plain', 'element_value': 'Abigail ordered her pizza cut so that each piece had the smallest possible area. What fraction of Abigail’s whole pizza is one piece?'} 
b. {'element_type': 'text+math_expression', 'element_value': 'Casey ordered his pizza cut so that it had half as many pieces as Abigail’s pizza. Write a number sentence to compare a fraction that represents one piece of Casey’s pizza and a fraction that represents one piece of Abigail’s pizza. Use $$>$$, $$<$$, or $$=$$ in your number sentence.'} 
",0
"Which pair of equations are related facts? 
 A $$54 \div 6 = n and 6 \times n = 54$$ 
 B $$54 \div n = 6 and 54 + 6 = n$$ 
 C $$n \div 2 = 12 and 12 - n = 2$$ 
 D $$2 \div 12 = n and n \times 2 = 12$$ 

",0
"The shape below has a total area of 1 square unit. The shape is divided into equal parts. One part of the shape is shaded. 
y2015_grade3_q15_img_1.png 
What is the area, in square units, of the shaded part of the shape? Write your answer as a fraction in the Answer Box below. 
Answer Box y2015_grade3_q15_img_2.png 
",0
"Toni drew a diagram of the deck she is building, as shown below. 
Toni’s Deck y2015_grade3_q16_img_1.png 
What is the area of the deck Toni is building? 
 A 24 square meters 
 B 40 square meters 
 C 64 square meters 
 D 80 square meters 

",0
"Kane placed point H on a number line to show $$\frac{3}{4}$$. Which of these could be Kane’s number line? 
 A y2015_grade3_q17_img_1.png 
 B y2015_grade3_q17_img_2.png 
 C y2015_grade3_q17_img_3.png 
 D y2015_grade3_q17_img_4.png 

",0
"Which of these equations is true when $$q = 8$$? 
 A $$2 \times q = 4$$ 
 B $$2 \times q = 16$$ 
 C $$6 \div q = 2$$ 
 D $$12 \div q = 4$$ 

",0
"A pet store needs to put 23 birds into birdcages. Each birdcage can hold 4 birds. 
What is the least number of cages the pet store needs to hold all the birds? 
 A 7 
 B 6 
 C 5 
 D 4 

",1
"The table below shows the number of lunches sold each day for three days. 
Lunches Sold y2015_grade4_q2_img_1.png 
Which of these has a value that is closest to the total number of lunches sold for the three days? 
 A $$200 + 400 + 200$$ 
 B $$250 + 450 + 300$$ 
 C $$300 + 500 + 300$$ 
 D $$350 + 450 + 300$$ 

",1
"Diane has the four number cards shown below. 
y2015_grade4_q3_img_1.png 
Diane used two of her cards to make a two-digit number that is a multiple of 4. What could be the number Diane made? 
",1
"The fraction $$\frac{1}{2}$$ is shaded on the fraction model below. 
y2015_grade4_q4_img_1.png 
Write two different fractions that are each equivalent to $$\frac{1}{2}$$. 
",1
"Which model shows a way to multiply 3 by 14? 
 A y2015_grade4_q5_img_1.png 
 B y2015_grade4_q5_img_2.png 
 C y2015_grade4_q5_img_3.png 
 D y2015_grade4_q5_img_4.png 

",1
"Which of these is true? 
 A $$\frac{4}{5} = \frac{5}{6}$$ 
 B $$\frac{4}{5} \gt \frac{5}{6}$$ 
 C $$\frac{7}{10} \gt \frac{5}{6}$$ 
 D $$\frac{7}{10} \lt \frac{4}{5}$$ 

",1
"Jody read the clues below about a mystery number. 
 2_1 It is a multiple of 2. 
 2_2 It is a factor of 18. 
 2_3 It is a composite number. 

Which of these numbers could be the mystery number? 
 A 2 
 B 6 
 C 9 
 D 12 

",1
"Tameca scored 6 points in a basketball game. Leah scored 3 times as many points as Tameca in the basketball game. 
Which equation shows the number of points Leah scored? 
 A $$6 \div 3 = 2$$ 
 B $$6 - 3 = 3$$ 
 C $$6 + 3 = 9$$ 
 D $$6 \times 3 = 18$$ 

",1
"Ella collected 5 times as many bugs as Mari. Mari collected 15 bugs. 
What was the total number of bugs Ella collected? 
 A 75 
 B 55 
 C 20 
 D 3 

",1
"For this question, you will draw three shapes on the grid in your Student Answer Booklet. 
a. {'element_type': 'text-plain', 'element_value': 'On the grid in your Student Answer Booklet, draw a parallelogram. Label your parallelogram A.'} 
b. [{'element_id': 'b_1', 'element_type': 'text-plain', 'element_value': 'On the grid in your Student Answer Booklet, draw a triangle that has two sides that are perpendicular to each other.'}, {'element_id': 'b_2', 'element_type': 'text-plain', 'element_list': [{'element_id': 'b_2_1', 'element_type': 'text-plain', 'element_value': 'Label your triangle B.'}, {'element_id': 'b_2_2', 'element_type': 'text-plain', 'element_value': 'Put an X on each of the sides that are perpendicular.'}, {'element_id': 'b_2_3', 'element_type': 'text-plain', 'element_value': 'Explain how you know the sides you labeled X are perpendicular.'}]}, {'element_id': '4', 'element_type': 'sub_question', 'sub_question_id': 'c.', 'sub_question': {'element_type': 'text-plain', 'element_value': 'On the grid in your Student Answer Booklet, draw a shape that has at least one pair of parallel sides, at least one pair of perpendicular sides, and only two right angles. Label your shape C.'}}, {'element_id': '5', 'element_type': 'sub_question', 'sub_question_id': 'd.', 'sub_question': {'element_type': 'text-plain', 'element_value': 'What is the mathematical name of the shape you drew in part (c)?'}}] 
",1
"A decimal number is missing from the number sentence below. 
$$0.24 \gt \boxed{?}$$ 
Which of the following represents a decimal number that belongs in the to make the $$\boxed{?}$$ number sentence true? 
 A y2015_grade4_q11_img_1.png 
 B y2015_grade4_q11_img_2.png 
 C y2015_grade4_q11_img_3.png 
 D y2015_grade4_q11_img_4.png 

",1
"The picture below shows the $$1\frac{1}{2} pans of cookies that Reggie baked. 
y2015_grade4_q12_img_1.png 
Which of the following is another way to write $$1\frac{1}{2}? 
 A $$\frac{11}{2}$$ 
 B $$\frac{18}{2}$$ 
 C $$1\frac{6}{12}$$ 
 D $$1\frac{6}{18}$$ 

",1
"Mr. Jones put 162 books on the library shelves. There are 6 shelves. He put the same number of books on each shelf. How many books did Mr. Jones put on each shelf? 
 A 22 
 B 26 
 C 27 
 D 28 

",1
"Which equation is true? 
 A $$30,000 \div 10 = 300,000$$ 
 B $$30,000 \div 100 = 300,000$$ 
 C $$300,000 \div 10 = 30,000$$ 
 D $$300,000 \div 100 = 30,000$$ 

",1
"Greta recorded the number of miles she walked each day last week on a line plot, as shown below. 
Number of Miles Walked y2015_grade4_q15_img_1.png 
How many miles in all did Greta walk last week? 
 A 8 miles 
 B 10 miles 
 C $$12rac{1}{2}$$ miles 
 D $$14rac{1}{2}$$ miles 

",1
"What is the value of the 7 in 472,582? 
 A 7 ten thousands 
 B 7 thousands 
 C 7 hundreds 
 D 7 tens 

",1
"In your Student Answer Booklet, draw an angle that measures 180°. 
",1
"Which of the following shapes has the greatest number of lines of symmetry? 
 A y2015_grade4_q18_img_1.png 
 B y2015_grade4_q18_img_2.png 
 C y2015_grade4_q18_img_3.png 
 D y2015_grade4_q18_img_4.png 

",1
"Lisa shaded $$\frac{5}{10}$$ of the square shown below. 
y2015_grade4_q19_img_1.png 
Lisa shaded $$\frac{5}{10}$$ of the square shown below. 
 A 0.05 
 B 0.12 
 C 0.20 
 D 0.50 

",1
"Conner wrote the equation shown below. 
$$6 \times 8 = n$$ 
Which statement about Conner’s equation is true? 
 A The value of n is 6 less than 8. 
 B The value of n is 6 divided by 8. 
 C The value of n is 6 greater than 8. 
 D The value of n is 6 times as many as 8. 

",1
"The length and width of a field are shown in the diagram below. 
y2015_grade4_q21_img_1.png 
a. {'element_type': 'text-plain', 'element_value': 'What is the perimeter, in feet, of the field? Show or explain how you got your answer.'} 
b. {'element_type': 'text-plain', 'element_value': 'What is the area, in square feet, of the field? Show or explain how you got your answer.'} 
Both the length and the width of the field will be increased by 10 feet. 
c. {'element_type': 'text-plain', 'element_value': 'What will be the new area, in square feet, of the field? Show or explain how you got your answer.'} 
",1
"A box in the shape of a rectangular prism has the dimensions shown below. 
y2015_grade5_q1_img_1.png 
What is the volume of the box? 
 A 36 cubic meters 
 B 60 cubic meters 
 C 72 cubic meters 
 D 84 cubic meters 

",2
"Which of the following inequalities is true? 
 A $$0.37 \lt 0.3$$ 
 B $$0.3 \gt 0.298$$ 
 C $$0.298 \lt 0.2$$ 
 D $$0.2 \gt 0.37$$ 

",2
"Cement is shipped in bags. Each bag weighs 80 pounds. A construction worker needs 1,250 pounds of cement to complete a job. 
What is the total number of bags of cement that should be shipped for the construction worker to complete the job? 
 A 14 
 B 15 
 C 16 
 D 17 

",2
"Nathan is making two different number patterns: Pattern X and Pattern Y. The rules for the patterns are shown below. 
Pattern X Add 5. 
Pattern Y Multiply by 2. 
Which of the following tables shows the first four terms of Nathan’s Pattern X and Pattern Y? 
 A y2015_grade5_q4_img_1.png 
 B y2015_grade5_q4_img_2.png 
 C y2015_grade5_q4_img_3.png 
 D y2015_grade5_q4_img_4.png 

",2
"Steve has 3 cups of peanuts. He splits the 3 cups of peanuts into $$\frac{1}{3}$$-cup servings. What is the total number of $$\frac{1}{3}$$-cup servings of peanuts Steve has? 
 A 1 
 B 3 
 C 6 
 D 9 

",2
"Which of the following statements about quadrilaterals is not true? 
 A Every square is also a rectangle. 
 B Every trapezoid is also a rectangle. 
 C Every rhombus is also a parallelogram. 
 D Every rectangle is also a parallelogram. 

",2
"The value of the 7 in 27,459 is how many times the value of the 7 in 40,735? 
",2
"Judy spent $$\frac{1}{2}$$ of her savings on a bicycle and $$\frac{2}{5}$$ of her savings on a helmet. What is the total fraction of her savings that Judy spent on a bicycle and a helmet? 
",2
"Carolina is twice as old as her brother Diego will be in 3 years. Diego is 4 years old now. The expression below shows how to find Carolina’s age, in years. 
$$2 \times \left( 4 + 3\right)$$ 
a. {'element_type': 'text-plain', 'element_value': 'What is Carolina’s age, in years? Show or explain how you got your answer.'} 
Carolina’s sister, Marisol, is three times as old as Diego was 2 years ago. 
b. {'element_type': 'text-plain', 'element_value': 'Write an expression using numbers and operations to represent Marisol’s age, in years.'} 
c. {'element_type': 'text-plain', 'element_value': 'What is Marisol’s age, in years? Show or explain how you got your answer.'} 
The expression below represents the difference, in years, between the ages of Carolina’s father and her mother. 
$$\left(15 \times 3\right) - \left[\left(10 \times 4\right) - 2 \right]$$ 
d. {'element_type': 'text-plain', 'element_value': 'What is the difference, in years, between the ages of Carolina’s father and her mother? Show or explain how you got your answer.'} 
",2
"A scale rounds the weights of objects to the nearest tenth of a pound. What is 53.864 pounds rounded to the nearest tenth of a pound? 
 A 53.8 pounds 
 B 53.9 pounds 
 C 53.86 pounds 
 D 53.87 pounds 

",2
"Silvia filled a watering can with 3.48 liters of water. She used 40 milliliters to water her cactus plant and 150 milliliters to water her rose plant. What is the total amount of water remaining in the watering can? 
 A 158 milliliters 
 B 329 milliliters 
 C 1,580 milliliters 
 D 3,290 milliliters 

",2
"Kara is painting flowerpots. She uses $$\frac{1}{3}$$ cup of paint for each flowerpot. 
a. {'element_type': 'text-plain', 'element_value': 'How many cups of paint does Kara use for 2 flowerpots? Show or explain how you got your answer.'} 
b. {'element_type': 'text-plain', 'element_value': 'How many cups of paint does Kara use for 12 flowerpots? Show or explain how you got your answer.'} 
After the flowerpots dry, Kara plants seeds in them. She uses $$1\frac{3}{4}$$ cups of soil to fill each flowerpot. 
c. {'element_type': 'text-plain', 'element_value': 'How many cups of soil does Kara use to fill 12 flowerpots? Show or explain how you got your answer.'} 
",2
"Ms. Montano asked her students to solve the equation shown in the box below. 
$$\frac{6}{7} + \frac{5}{6} = n$$ 
Which of the following is closest to the value of n ? 
 A $$\frac{1}{4}$$ 
 B $$\frac{3}{4}$$ 
 C $$1\frac{1}{2}$$ 
 D $$5\frac{1}{2}$$ 

",2
"A rectangular prism is shown below. 
 2_1 The volume is 96 cubic centimeters. 
 2_2 The height is 6 centimeters. 
 2_3 The width is 2 centimeters. 

y2015_grade5_q14_img_1.png 
What is the length of the rectangular prism? 
 A 6 cm 
 B 8 cm 
 C 12 cm 
 D 32 cm 

",2
"The ordered pair (4, 7) gives the location of a point on the coordinate plane. What is the first step to take in locating the point? 
 A Starting at the origin, move 4 units to the right. 
 B Starting at the origin, move 4 units to the left. 
 C Starting at the origin, move 4 units up. 
 D Starting at the origin, move 4 units down. 

",2
"The model below can be used to find the product of $$\frac{2}{3} \times \frac{1}{4}$$. 
y2015_grade5_q16_img_1.png 
What is the product of $$\frac{2}{3} \times \frac{1}{4}$$? 
 A $$\frac{2}{9}$$ 
 B $$\frac{3}{9}$$ 
 C $$\frac{2}{12}$$ 
 D $$\frac{9}{12}$$ 

",2
"Which of the following expressions has a product that contains 6 zeros? 
 A $$6 \times 10^{4}$$ 
 B $$8.3 \times 10^{5}$$ 
 C $$2.4 \times 10^{6}$$ 
 D $$41 \times 10^{6}$$ 

",2
"Hunter is using different lengths of wire for a science project. The line plot below shows the length, in meters, of each wire he will use. 
Length of Wire (in meters) y2015_grade5_q18_img_1.png 
Which of the following is the total length, in meters, of wire Hunter is using for the project? 
 A $$\frac{1}{2}$$ 
 B $$\frac{5}{8}$$ 
 C $$1\frac{3}{8}$$ 
 D $$1\frac{7}{8}$$ 

",2
"Tom used 1-centimeter blocks to build a cube, as shown below. 
y2015_grade5_q19_img_1.png 
What is the volume, in cubic centimeters, of the cube Tom built? 
",2
"Verndale had a total of 40.5 inches of rain this year. This year’s total was 2.62 inches greater than last year’s total. 
What was the total amount of rain that Verndale had last year? 
 A 1.43 inches 
 B 2.63 inches 
 C 37.88 inches 
 D 38.12 inches 

",2
"Matt drew an obtuse isosceles triangle. Which of the following could be Matt’s triangle? 
 A y2015_grade5_q21_img_1.png 
 B y2015_grade5_q21_img_2.png 
 C y2015_grade5_q21_img_3.png 
 D y2015_grade5_q21_img_4.png 

",2
"Justin divided 403 by a number and got a quotient of 26 with a remainder of 13. What was the number Justin divided by? 
 A 13 
 B 14 
 C 15 
 D 16 

",3
"Leigh wants to find the number of ounces of pretzels in a 4-pound container. She knows the ratio of ounces to pounds is 16 : 1. 
Which of the following equations can Leigh use to find x, the number of ounces of pretzels in the 4-pound container? 
 A $$\frac{x ounces}{4 pounds} = \frac{16 ounces}{1 pound}$$ 
 B $$\frac{x ounces}{4 pounds} = \frac{1 pound}{16 ounces}$$ 
 C $$\frac{4 ounces}{x ounces} = \frac{16 pounds}{1 pound}$$ 
 D $$\frac{4 pounds}{x ounces} = \frac{16 pounds}{1 ounce}$$ 

",3
"Which of the following is equivalent to the expression below? 
$$7h + 1$$ 
 A $$h + 7$$ 
 B $$7\left(h + 1\right)$$ 
 C $$\left(5h + 2\right) + 1$$ 
 D $$\left(5 + 2\right)h + 1$$ 

",3
"Which of the following is equivalent to the expression below? 
$$3 \times 3 \times 3 \times 3$$ 
 A $$3^{3}$$ 
 B $$3^{4}$$ 
 C $$4^{3}$$ 
 D $$4 \times 3$$ 

",3
"A right triangle and its dimensions are shown in the diagram below. 
y2015_grade6_q5_img_1.png 
What is the area, in square meters, of the triangle? 
",3
"Lily wrote the expression shown in the box below. 
$$6x - 3$$ 
a. {'element_type': 'text-plain', 'element_value': 'What is the coefficient of the variable in Lily’s expression?'} 
b. {'element_type': 'text+math_expression', 'element_value': 'What is the value of Lily’s expression when $$x = 5$$? Show or explain how you got your answer.'} 
Pedro wrote an expression that is equivalent to the statement shown in the box below. 
8 more than the difference of $$2x$$ and 1 
c. {'element_type': 'text-plain', 'element_value': 'What could be the expression that Pedro wrote?'} 
d. {'element_type': 'text+math_expression', 'element_value': 'What is the difference of the value of Lily’s expression when $$x = 5$$ and the value of Pedro’s expression when $$x = 5$$? Show or explain how you got your answer.'} 
",3
"Each meal at a school cafeteria is served with 2 portions of vegetables. What is the ratio of meals served to portions of vegetables served at the school cafeteria? 
 A 1 : 2 
 B 1 : 3 
 C 2 : 1 
 D 3 : 1 

",3
"Madison finished \frac{4}{5}$$ of her homework before dinner. What percent of Madison’s homework is left to finish? 
 A 15% 
 B 20% 
 C 45% 
 D 80% 

",3
"All of the benches in a park are red or blue. The ratio of red benches to blue benches in the park is 3 : 4. 
Based on this information, which of the following statements is true? 
 A For every 4 benches in the park, 3 are red. 
 B For every 7 benches in the park, 4 are red. 
 C For every 3 red benches in the park, there are 4 blue benches. 
 D For every 3 red benches in the park, there are 7 blue benches. 

",3
"A police officer recorded the speeds, in miles per hour, of 21 cars that passed by on a highway. The results are shown in the line plot below. 
Speeds of Cars on a Highway\n(miles per hour) y2015_grade6_q10_img_1.png 
What is the total number of cars that had a recorded speed greater than 55 miles per hour? 
 A 6 
 B 9 
 C 12 
 D 21 

",3
"Ms. Nelson needs $$5\frac{1}{2}$$ yards of fabric to make 2 identical dresses. How much fabric is needed to make each dress? 
 A $$2\frac{3}{4}$$ yards 
 B $$2\frac{7}{8}$$ yards 
 C 3 yards 
 D 11 yards 

",3
"The net of a rectangular prism and some of its dimensions are shown in the diagram below. 
y2015_grade6_q12_img_1.png 
What is the total surface area, in square centimeters, of the rectangular prism? 
 A 174 
 B 258 
 C 348 
 D 360 

",3
"Which of the following numbers best represents the location of point P on the number line below? 
y2015_grade6_q13_img_1.png 
 A $$-1\frac{1}{3}$$ 
 B $$-1\frac{2}{3}$$ 
 C $$-2\frac{1}{3}$$ 
 D $$-2\frac{2}{3}$$ 

",3
"Sean’s height is 1.8 meters. What is Sean’s height in centimeters? 
 A 0.018 centimeter 
 B 0.18 centimeter 
 C 18 centimeters 
 D 180 centimeters 

",3
"Mason wrote the expression shown below. 
$$5\left(y + 2\right)$$ 
Write an expression that is equivalent to Mason’s expression. 
",3
"The location of point T is shown on the coordinate grid below. 
y2015_grade6_q16_img_1.png 
Point S is located 5 units to the right of point T. What are the coordinates of point S? 
",3
